time,x,y,vx,vy,phi,psi,wx,wz,omega_lf,wrf,wlr,wrr,spl_tor,current_gear,engine_omega,engine_torque,tc_inp_tor,tc_out_tor,tc_out_omg,tc_sr,
+1.77000000e+00,+1.73738002e-01,+0.00000000e+00,+5.54599586e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+6.61427002e+00,+6.61427002e+00,+6.60755981e+00,+6.60755981e+00,+0.00000000e+00,+1,+3.95907081e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+1.78000000e+00,+1.79341525e-01,+0.00000000e+00,+5.65064613e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+6.73923942e+00,+6.73923942e+00,+6.73235331e+00,+6.73235331e+00,+0.00000000e+00,+1,+4.03397285e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+1.79000000e+00,+1.85049902e-01,+0.00000000e+00,+5.75566704e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+6.86465828e+00,+6.86465828e+00,+6.85759350e+00,+6.85759350e+00,+0.00000000e+00,+1,+4.10914364e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+1.80000000e+00,+1.90863505e-01,+0.00000000e+00,+5.86105992e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+6.99052826e+00,+6.99052826e+00,+6.98328200e+00,+6.98328200e+00,+0.00000000e+00,+1,+4.18458415e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+1.81000000e+00,+1.96782529e-01,+0.00000000e+00,+5.96628270e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+7.11402422e+00,+7.11402422e+00,+7.10690443e+00,+7.10690443e+00,+0.00000000e+00,+1,+4.25876119e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+1.82000000e+00,+2.02806205e-01,+0.00000000e+00,+6.07050357e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+7.23797964e+00,+7.23797964e+00,+7.23082253e+00,+7.23082253e+00,+0.00000000e+00,+1,+4.33324852e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+1.83000000e+00,+2.08933603e-01,+0.00000000e+00,+6.17380997e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+7.36067679e+00,+7.36067679e+00,+7.35356669e+00,+7.35356669e+00,+0.00000000e+00,+1,+4.40694103e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+1.84000000e+00,+2.15163805e-01,+0.00000000e+00,+6.27620540e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+7.48226104e+00,+7.48226104e+00,+7.47518998e+00,+7.47518998e+00,+0.00000000e+00,+1,+4.47996815e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+1.85000000e+00,+2.21495905e-01,+0.00000000e+00,+6.37769685e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+7.60276159e+00,+7.60276159e+00,+7.59573075e+00,+7.59573075e+00,+0.00000000e+00,+1,+4.55234563e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+1.86000000e+00,+2.27929003e-01,+0.00000000e+00,+6.47829255e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+7.72218342e+00,+7.72218342e+00,+7.71519728e+00,+7.71519728e+00,+0.00000000e+00,+1,+4.62407647e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+1.87000000e+00,+2.34462208e-01,+0.00000000e+00,+6.57800049e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+7.84053671e+00,+7.84053671e+00,+7.83359869e+00,+7.83359869e+00,+0.00000000e+00,+1,+4.69516661e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+1.88000000e+00,+2.41094636e-01,+0.00000000e+00,+6.67682860e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+7.95783134e+00,+7.95783134e+00,+7.95094473e+00,+7.95094473e+00,+0.00000000e+00,+1,+4.76562197e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+1.89000000e+00,+2.47825412e-01,+0.00000000e+00,+6.77478471e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+8.07407700e+00,+8.07407700e+00,+8.06724500e+00,+8.06724500e+00,+0.00000000e+00,+1,+4.83544834e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+1.90000000e+00,+2.54653668e-01,+0.00000000e+00,+6.87187660e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+8.18928333e+00,+8.18928333e+00,+8.18250900e+00,+8.18250900e+00,+0.00000000e+00,+1,+4.90465145e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+1.91000000e+00,+2.61578545e-01,+0.00000000e+00,+6.96811197e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+8.30345985e+00,+8.30345985e+00,+8.29674615e+00,+8.29674615e+00,+0.00000000e+00,+1,+4.97323699e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+1.92000000e+00,+2.68599189e-01,+0.00000000e+00,+7.06349846e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+8.41661599e+00,+8.41661599e+00,+8.40996576e+00,+8.40996576e+00,+0.00000000e+00,+1,+5.04121061e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+1.93000000e+00,+2.75714756e-01,+0.00000000e+00,+7.15804362e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+8.52876110e+00,+8.52876110e+00,+8.52217708e+00,+8.52217708e+00,+0.00000000e+00,+1,+5.10857786e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+1.94000000e+00,+2.82924410e-01,+0.00000000e+00,+7.25175495e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+8.63990443e+00,+8.63990443e+00,+8.63338924e+00,+8.63338924e+00,+0.00000000e+00,+1,+5.17534429e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+1.95000000e+00,+2.90227319e-01,+0.00000000e+00,+7.34463988e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+8.75005515e+00,+8.75005515e+00,+8.74361132e+00,+8.74361132e+00,+0.00000000e+00,+1,+5.24151537e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+1.96000000e+00,+2.97622663e-01,+0.00000000e+00,+7.43670577e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+8.85922233e+00,+8.85922233e+00,+8.85285228e+00,+8.85285228e+00,+0.00000000e+00,+1,+5.30709651e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+1.97000000e+00,+3.05109625e-01,+0.00000000e+00,+7.52795990e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+8.96741497e+00,+8.96741497e+00,+8.96112103e+00,+8.96112103e+00,+0.00000000e+00,+1,+5.37209309e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+1.98000000e+00,+3.12687398e-01,+0.00000000e+00,+7.61840951e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+9.07464197e+00,+9.07464197e+00,+9.06842636e+00,+9.06842636e+00,+0.00000000e+00,+1,+5.43651042e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+1.99000000e+00,+3.20355182e-01,+0.00000000e+00,+7.70806175e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+9.18091215e+00,+9.18091215e+00,+9.17477702e+00,+9.17477702e+00,+0.00000000e+00,+1,+5.50035378e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.00000000e+00,+3.28112183e-01,+0.00000000e+00,+7.79692372e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+9.28623424e+00,+9.28623424e+00,+9.28018164e+00,+9.28018164e+00,+0.00000000e+00,+1,+5.56362839e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.01000000e+00,+3.35957614e-01,+0.00000000e+00,+7.88500245e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+9.39061690e+00,+9.39061690e+00,+9.38464879e+00,+9.38464879e+00,+0.00000000e+00,+1,+5.62633940e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.02000000e+00,+3.43890696e-01,+0.00000000e+00,+7.97230491e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+9.49406868e+00,+9.49406868e+00,+9.48818694e+00,+9.48818694e+00,+0.00000000e+00,+1,+5.68849195e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.03000000e+00,+3.51910658e-01,+0.00000000e+00,+8.05883799e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+9.59659808e+00,+9.59659808e+00,+9.59080452e+00,+9.59080452e+00,+0.00000000e+00,+1,+5.75009111e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.04000000e+00,+3.60016732e-01,+0.00000000e+00,+8.14460855e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+9.69821350e+00,+9.69821350e+00,+9.69250984e+00,+9.69250984e+00,+0.00000000e+00,+1,+5.81114189e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.05000000e+00,+3.68208161e-01,+0.00000000e+00,+8.22962337e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+9.79892326e+00,+9.79892326e+00,+9.79331114e+00,+9.79331114e+00,+0.00000000e+00,+1,+5.87164928e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.06000000e+00,+3.76484192e-01,+0.00000000e+00,+8.31388915e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+9.89873562e+00,+9.89873562e+00,+9.89321661e+00,+9.89321661e+00,+0.00000000e+00,+1,+5.93161820e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.07000000e+00,+3.84844080e-01,+0.00000000e+00,+8.39741255e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+9.99765873e+00,+9.99765873e+00,+9.99223433e+00,+9.99223433e+00,+0.00000000e+00,+1,+5.99105355e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.08000000e+00,+3.93287086e-01,+0.00000000e+00,+8.48020019e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.00957007e+01,+1.00957007e+01,+1.00903723e+01,+1.00903723e+01,+0.00000000e+00,+1,+6.04996014e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.09000000e+00,+4.01812478e-01,+0.00000000e+00,+8.56225858e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.01928695e+01,+1.01928695e+01,+1.01876386e+01,+1.01876386e+01,+0.00000000e+00,+1,+6.10834279e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.10000000e+00,+4.10419531e-01,+0.00000000e+00,+8.64359422e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.02891731e+01,+1.02891731e+01,+1.02840409e+01,+1.02840409e+01,+0.00000000e+00,+1,+6.16620623e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.11000000e+00,+4.19107525e-01,+0.00000000e+00,+8.72421351e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.03846194e+01,+1.03846194e+01,+1.03795871e+01,+1.03795871e+01,+0.00000000e+00,+1,+6.22355517e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.12000000e+00,+4.27875747e-01,+0.00000000e+00,+8.80412283e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.04792161e+01,+1.04792161e+01,+1.04742849e+01,+1.04742849e+01,+0.00000000e+00,+1,+6.28039426e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.13000000e+00,+4.36723490e-01,+0.00000000e+00,+8.88332848e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.05729710e+01,+1.05729710e+01,+1.05681420e+01,+1.05681420e+01,+0.00000000e+00,+1,+6.33672812e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.14000000e+00,+4.45650056e-01,+0.00000000e+00,+8.96183670e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.06658917e+01,+1.06658917e+01,+1.06611659e+01,+1.06611659e+01,+0.00000000e+00,+1,+6.39256132e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.15000000e+00,+4.54654748e-01,+0.00000000e+00,+9.03965368e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.07579857e+01,+1.07579857e+01,+1.07533642e+01,+1.07533642e+01,+0.00000000e+00,+1,+6.44789839e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.16000000e+00,+4.63736881e-01,+0.00000000e+00,+9.11678557e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.08492606e+01,+1.08492606e+01,+1.08447443e+01,+1.08447443e+01,+0.00000000e+00,+1,+6.50274381e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.17000000e+00,+4.72895771e-01,+0.00000000e+00,+9.19323843e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.09397238e+01,+1.09397238e+01,+1.09353136e+01,+1.09353136e+01,+0.00000000e+00,+1,+6.55710202e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.18000000e+00,+4.82130744e-01,+0.00000000e+00,+9.26901830e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.10293827e+01,+1.10293827e+01,+1.10250793e+01,+1.10250793e+01,+0.00000000e+00,+1,+6.61097744e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.19000000e+00,+4.91441129e-01,+0.00000000e+00,+9.34413115e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.11182444e+01,+1.11182444e+01,+1.11140488e+01,+1.11140488e+01,+0.00000000e+00,+1,+6.66437441e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.20000000e+00,+5.00826263e-01,+0.00000000e+00,+9.41858289e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.12063164e+01,+1.12063164e+01,+1.12022291e+01,+1.12022291e+01,+0.00000000e+00,+1,+6.71729727e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.21000000e+00,+5.10285488e-01,+0.00000000e+00,+9.49237939e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.12936056e+01,+1.12936056e+01,+1.12896275e+01,+1.12896275e+01,+0.00000000e+00,+1,+6.76975028e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.22000000e+00,+5.19818151e-01,+0.00000000e+00,+9.56552646e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.13801192e+01,+1.13801192e+01,+1.13762508e+01,+1.13762508e+01,+0.00000000e+00,+1,+6.82173770e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.23000000e+00,+5.29423608e-01,+0.00000000e+00,+9.63802985e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.14658642e+01,+1.14658642e+01,+1.14621062e+01,+1.14621062e+01,+0.00000000e+00,+1,+6.87326371e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.24000000e+00,+5.39101216e-01,+0.00000000e+00,+9.70989527e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.15508475e+01,+1.15508475e+01,+1.15472004e+01,+1.15472004e+01,+0.00000000e+00,+1,+6.92433249e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.25000000e+00,+5.48850341e-01,+0.00000000e+00,+9.78112839e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.16350761e+01,+1.16350761e+01,+1.16315405e+01,+1.16315405e+01,+0.00000000e+00,+1,+6.97494816e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.26000000e+00,+5.58670355e-01,+0.00000000e+00,+9.85173479e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.17185567e+01,+1.17185567e+01,+1.17151330e+01,+1.17151330e+01,+0.00000000e+00,+1,+7.02511479e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.27000000e+00,+5.68560632e-01,+0.00000000e+00,+9.92172005e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.18012961e+01,+1.18012961e+01,+1.17979848e+01,+1.17979848e+01,+0.00000000e+00,+1,+7.07483643e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.28000000e+00,+5.78520556e-01,+0.00000000e+00,+9.99108965e-01,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.18833011e+01,+1.18833011e+01,+1.18801025e+01,+1.18801025e+01,+0.00000000e+00,+1,+7.12411710e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.29000000e+00,+5.88549514e-01,+0.00000000e+00,+1.00598491e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.19645781e+01,+1.19645781e+01,+1.19614927e+01,+1.19614927e+01,+0.00000000e+00,+1,+7.17296077e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.30000000e+00,+5.98646897e-01,+0.00000000e+00,+1.01280037e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.20451339e+01,+1.20451339e+01,+1.20421619e+01,+1.20421619e+01,+0.00000000e+00,+1,+7.22137136e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.31000000e+00,+6.08812106e-01,+0.00000000e+00,+1.01955589e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.21249749e+01,+1.21249749e+01,+1.21221166e+01,+1.21221166e+01,+0.00000000e+00,+1,+7.26935278e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.32000000e+00,+6.19044542e-01,+0.00000000e+00,+1.02625199e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.22041076e+01,+1.22041076e+01,+1.22013633e+01,+1.22013633e+01,+0.00000000e+00,+1,+7.31690890e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.33000000e+00,+6.29343615e-01,+0.00000000e+00,+1.03288921e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.22825383e+01,+1.22825383e+01,+1.22799082e+01,+1.22799082e+01,+0.00000000e+00,+1,+7.36404352e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.34000000e+00,+6.39708739e-01,+0.00000000e+00,+1.03946807e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.23602733e+01,+1.23602733e+01,+1.23577577e+01,+1.23577577e+01,+0.00000000e+00,+1,+7.41076045e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.35000000e+00,+6.50139333e-01,+0.00000000e+00,+1.04598908e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.24373191e+01,+1.24373191e+01,+1.24349180e+01,+1.24349180e+01,+0.00000000e+00,+1,+7.45706345e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.36000000e+00,+6.60634821e-01,+0.00000000e+00,+1.05245275e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.25136816e+01,+1.25136816e+01,+1.25113953e+01,+1.25113953e+01,+0.00000000e+00,+1,+7.50295623e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.37000000e+00,+6.71194632e-01,+0.00000000e+00,+1.05885959e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.25893672e+01,+1.25893672e+01,+1.25871957e+01,+1.25871957e+01,+0.00000000e+00,+1,+7.54844247e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.38000000e+00,+6.81818202e-01,+0.00000000e+00,+1.06521011e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.26643819e+01,+1.26643819e+01,+1.26623253e+01,+1.26623253e+01,+0.00000000e+00,+1,+7.59352584e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.39000000e+00,+6.92504970e-01,+0.00000000e+00,+1.07150480e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.27387317e+01,+1.27387317e+01,+1.27367901e+01,+1.27367901e+01,+0.00000000e+00,+1,+7.63820994e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.40000000e+00,+7.03254380e-01,+0.00000000e+00,+1.07774416e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.28124226e+01,+1.28124226e+01,+1.28105960e+01,+1.28105960e+01,+0.00000000e+00,+1,+7.68249837e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.41000000e+00,+7.14065882e-01,+0.00000000e+00,+1.08392867e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.28854606e+01,+1.28854606e+01,+1.28837490e+01,+1.28837490e+01,+0.00000000e+00,+1,+7.72639468e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.42000000e+00,+7.24938929e-01,+0.00000000e+00,+1.09005883e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.29578515e+01,+1.29578515e+01,+1.29562549e+01,+1.29562549e+01,+0.00000000e+00,+1,+7.76990238e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.43000000e+00,+7.35872981e-01,+0.00000000e+00,+1.09613510e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.30296011e+01,+1.30296011e+01,+1.30281195e+01,+1.30281195e+01,+0.00000000e+00,+1,+7.81302497e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+2.44000000e+00,+7.46867501e-01,+0.00000000e+00,+1.10215798e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.31007152e+01,+1.31007152e+01,+1.30993485e+01,+1.30993485e+01,+0.00000000e+00,+1,+7.85576589e+01,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
