time,x,y,vx,vy,phi,psi,wx,wz,omega_lf,wrf,wlr,wrr,spl_tor,current_gear,engine_omega,engine_torque,tc_inp_tor,tc_out_tor,tc_out_omg,tc_sr,
+4.54000000e+00,+3.94988143e+00,+0.00000000e+00,+1.84697366e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.19012424e+01,+2.19012424e+01,+2.19113697e+01,+2.19113697e+01,+0.00000000e+00,+1,+1.31420632e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.55000000e+00,+3.96836449e+00,+0.00000000e+00,+1.84939531e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.19298488e+01,+2.19298488e+01,+2.19400125e+01,+2.19400125e+01,+0.00000000e+00,+1,+1.31592433e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.56000000e+00,+3.98687173e+00,+0.00000000e+00,+1.85180948e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.19583666e+01,+2.19583666e+01,+2.19685667e+01,+2.19685667e+01,+0.00000000e+00,+1,+1.31763702e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.57000000e+00,+4.00540307e+00,+0.00000000e+00,+1.85421621e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.19867961e+01,+2.19867961e+01,+2.19970326e+01,+2.19970326e+01,+0.00000000e+00,+1,+1.31934441e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.58000000e+00,+4.02395843e+00,+0.00000000e+00,+1.85661550e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.20151376e+01,+2.20151376e+01,+2.20254104e+01,+2.20254104e+01,+0.00000000e+00,+1,+1.32104652e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.59000000e+00,+4.04253775e+00,+0.00000000e+00,+1.85900740e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.20433915e+01,+2.20433915e+01,+2.20537004e+01,+2.20537004e+01,+0.00000000e+00,+1,+1.32274336e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.60000000e+00,+4.06114094e+00,+0.00000000e+00,+1.86139191e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.20715578e+01,+2.20715578e+01,+2.20819029e+01,+2.20819029e+01,+0.00000000e+00,+1,+1.32443495e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.61000000e+00,+4.07976794e+00,+0.00000000e+00,+1.86376907e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.20996370e+01,+2.20996370e+01,+2.21100182e+01,+2.21100182e+01,+0.00000000e+00,+1,+1.32612131e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.62000000e+00,+4.09841867e+00,+0.00000000e+00,+1.86613889e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.21276293e+01,+2.21276293e+01,+2.21380465e+01,+2.21380465e+01,+0.00000000e+00,+1,+1.32780245e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.63000000e+00,+4.11709306e+00,+0.00000000e+00,+1.86850140e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.21555350e+01,+2.21555350e+01,+2.21659882e+01,+2.21659882e+01,+0.00000000e+00,+1,+1.32947839e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.64000000e+00,+4.13579103e+00,+0.00000000e+00,+1.87085662e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.21833543e+01,+2.21833543e+01,+2.21938433e+01,+2.21938433e+01,+0.00000000e+00,+1,+1.33114914e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.65000000e+00,+4.15451252e+00,+0.00000000e+00,+1.87320457e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.22110875e+01,+2.22110875e+01,+2.22216124e+01,+2.22216124e+01,+0.00000000e+00,+1,+1.33281472e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.66000000e+00,+4.17325745e+00,+0.00000000e+00,+1.87554528e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.22387349e+01,+2.22387349e+01,+2.22492955e+01,+2.22492955e+01,+0.00000000e+00,+1,+1.33447515e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.67000000e+00,+4.19202574e+00,+0.00000000e+00,+1.87787877e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.22662967e+01,+2.22662967e+01,+2.22768930e+01,+2.22768930e+01,+0.00000000e+00,+1,+1.33613044e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.68000000e+00,+4.21081733e+00,+0.00000000e+00,+1.88020506e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.22937732e+01,+2.22937732e+01,+2.23044051e+01,+2.23044051e+01,+0.00000000e+00,+1,+1.33778061e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.69000000e+00,+4.22963214e+00,+0.00000000e+00,+1.88252417e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.23211647e+01,+2.23211647e+01,+2.23318322e+01,+2.23318322e+01,+0.00000000e+00,+1,+1.33942568e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.70000000e+00,+4.24847010e+00,+0.00000000e+00,+1.88483612e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.23484715e+01,+2.23484715e+01,+2.23591744e+01,+2.23591744e+01,+0.00000000e+00,+1,+1.34106566e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.71000000e+00,+4.26733115e+00,+0.00000000e+00,+1.88714094e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.23756937e+01,+2.23756937e+01,+2.23864321e+01,+2.23864321e+01,+0.00000000e+00,+1,+1.34270056e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.72000000e+00,+4.28621520e+00,+0.00000000e+00,+1.88943865e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.24028317e+01,+2.24028317e+01,+2.24136054e+01,+2.24136054e+01,+0.00000000e+00,+1,+1.34433041e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.73000000e+00,+4.30512219e+00,+0.00000000e+00,+1.89172927e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.24298857e+01,+2.24298857e+01,+2.24406948e+01,+2.24406948e+01,+0.00000000e+00,+1,+1.34595521e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.74000000e+00,+4.32405205e+00,+0.00000000e+00,+1.89401283e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.24568560e+01,+2.24568560e+01,+2.24677003e+01,+2.24677003e+01,+0.00000000e+00,+1,+1.34757499e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.75000000e+00,+4.34300470e+00,+0.00000000e+00,+1.89628933e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.24837429e+01,+2.24837429e+01,+2.24946223e+01,+2.24946223e+01,+0.00000000e+00,+1,+1.34918975e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.76000000e+00,+4.36198008e+00,+0.00000000e+00,+1.89855882e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.25105466e+01,+2.25105466e+01,+2.25214611e+01,+2.25214611e+01,+0.00000000e+00,+1,+1.35079953e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.77000000e+00,+4.38097812e+00,+0.00000000e+00,+1.90082130e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.25372673e+01,+2.25372673e+01,+2.25482168e+01,+2.25482168e+01,+0.00000000e+00,+1,+1.35240432e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.78000000e+00,+4.39999874e+00,+0.00000000e+00,+1.90307681e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.25639053e+01,+2.25639053e+01,+2.25748898e+01,+2.25748898e+01,+0.00000000e+00,+1,+1.35400414e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.79000000e+00,+4.41904189e+00,+0.00000000e+00,+1.90532535e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.25904610e+01,+2.25904610e+01,+2.26014804e+01,+2.26014804e+01,+0.00000000e+00,+1,+1.35559902e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.80000000e+00,+4.43810747e+00,+0.00000000e+00,+1.90756696e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.26169344e+01,+2.26169344e+01,+2.26279887e+01,+2.26279887e+01,+0.00000000e+00,+1,+1.35718897e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.81000000e+00,+4.45719544e+00,+0.00000000e+00,+1.90980165e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.26433260e+01,+2.26433260e+01,+2.26544150e+01,+2.26544150e+01,+0.00000000e+00,+1,+1.35877400e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.82000000e+00,+4.47630571e+00,+0.00000000e+00,+1.91202945e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.26696359e+01,+2.26696359e+01,+2.26807596e+01,+2.26807596e+01,+0.00000000e+00,+1,+1.36035412e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.83000000e+00,+4.49543823e+00,+0.00000000e+00,+1.91425037e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.26958644e+01,+2.26958644e+01,+2.27070227e+01,+2.27070227e+01,+0.00000000e+00,+1,+1.36192936e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.84000000e+00,+4.51459292e+00,+0.00000000e+00,+1.91646444e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.27220118e+01,+2.27220118e+01,+2.27332046e+01,+2.27332046e+01,+0.00000000e+00,+1,+1.36349972e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.85000000e+00,+4.53376971e+00,+0.00000000e+00,+1.91867169e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.27480783e+01,+2.27480783e+01,+2.27593056e+01,+2.27593056e+01,+0.00000000e+00,+1,+1.36506523e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.86000000e+00,+4.55296853e+00,+0.00000000e+00,+1.92087212e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.27740641e+01,+2.27740641e+01,+2.27853259e+01,+2.27853259e+01,+0.00000000e+00,+1,+1.36662590e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.87000000e+00,+4.57218932e+00,+0.00000000e+00,+1.92306577e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.27999696e+01,+2.27999696e+01,+2.28112657e+01,+2.28112657e+01,+0.00000000e+00,+1,+1.36818174e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.88000000e+00,+4.59143201e+00,+0.00000000e+00,+1.92525264e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.28257949e+01,+2.28257949e+01,+2.28371252e+01,+2.28371252e+01,+0.00000000e+00,+1,+1.36973276e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.89000000e+00,+4.61069654e+00,+0.00000000e+00,+1.92743277e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.28515403e+01,+2.28515403e+01,+2.28629049e+01,+2.28629049e+01,+0.00000000e+00,+1,+1.37127899e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.90000000e+00,+4.62998282e+00,+0.00000000e+00,+1.92960618e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.28772060e+01,+2.28772060e+01,+2.28886048e+01,+2.28886048e+01,+0.00000000e+00,+1,+1.37282044e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.91000000e+00,+4.64929081e+00,+0.00000000e+00,+1.93177288e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.29027924e+01,+2.29027924e+01,+2.29142252e+01,+2.29142252e+01,+0.00000000e+00,+1,+1.37435712e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.92000000e+00,+4.66862042e+00,+0.00000000e+00,+1.93393290e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.29282996e+01,+2.29282996e+01,+2.29397665e+01,+2.29397665e+01,+0.00000000e+00,+1,+1.37588905e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.93000000e+00,+4.68797160e+00,+0.00000000e+00,+1.93608625e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.29537280e+01,+2.29537280e+01,+2.29652287e+01,+2.29652287e+01,+0.00000000e+00,+1,+1.37741624e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.94000000e+00,+4.70734428e+00,+0.00000000e+00,+1.93823296e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.29790776e+01,+2.29790776e+01,+2.29906123e+01,+2.29906123e+01,+0.00000000e+00,+1,+1.37893871e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.95000000e+00,+4.72673838e+00,+0.00000000e+00,+1.94037305e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.30043489e+01,+2.30043489e+01,+2.30159173e+01,+2.30159173e+01,+0.00000000e+00,+1,+1.38045647e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.96000000e+00,+4.74615385e+00,+0.00000000e+00,+1.94250654e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.30295419e+01,+2.30295419e+01,+2.30411442e+01,+2.30411442e+01,+0.00000000e+00,+1,+1.38196953e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.97000000e+00,+4.76559062e+00,+0.00000000e+00,+1.94463345e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.30546571e+01,+2.30546571e+01,+2.30662930e+01,+2.30662930e+01,+0.00000000e+00,+1,+1.38347792e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.98000000e+00,+4.78504862e+00,+0.00000000e+00,+1.94675379e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.30796946e+01,+2.30796946e+01,+2.30913641e+01,+2.30913641e+01,+0.00000000e+00,+1,+1.38498164e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+4.99000000e+00,+4.80452779e+00,+0.00000000e+00,+1.94886759e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.31046546e+01,+2.31046546e+01,+2.31163576e+01,+2.31163576e+01,+0.00000000e+00,+1,+1.38648071e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+5.00000000e+00,+4.82402806e+00,+0.00000000e+00,+1.95097488e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.31295374e+01,+2.31295374e+01,+2.31412739e+01,+2.31412739e+01,+0.00000000e+00,+1,+1.38797515e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+5.01000000e+00,+4.84354937e+00,+0.00000000e+00,+1.95307566e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.31543433e+01,+2.31543433e+01,+2.31661132e+01,+2.31661132e+01,+0.00000000e+00,+1,+1.38946497e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+5.02000000e+00,+4.86309165e+00,+0.00000000e+00,+1.95516997e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.31790724e+01,+2.31790724e+01,+2.31908757e+01,+2.31908757e+01,+0.00000000e+00,+1,+1.39095018e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+5.03000000e+00,+4.88265484e+00,+0.00000000e+00,+1.95725781e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.32037251e+01,+2.32037251e+01,+2.32155616e+01,+2.32155616e+01,+0.00000000e+00,+1,+1.39243079e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+5.04000000e+00,+4.90223887e+00,+0.00000000e+00,+1.95933921e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.32283015e+01,+2.32283015e+01,+2.32401712e+01,+2.32401712e+01,+0.00000000e+00,+1,+1.39390683e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+5.05000000e+00,+4.92184368e+00,+0.00000000e+00,+1.96141419e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.32528019e+01,+2.32528019e+01,+2.32647047e+01,+2.32647047e+01,+0.00000000e+00,+1,+1.39537830e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+5.06000000e+00,+4.94146920e+00,+0.00000000e+00,+1.96348278e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.32772265e+01,+2.32772265e+01,+2.32891624e+01,+2.32891624e+01,+0.00000000e+00,+1,+1.39684523e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+5.07000000e+00,+4.96111538e+00,+0.00000000e+00,+1.96554498e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.33015756e+01,+2.33015756e+01,+2.33135445e+01,+2.33135445e+01,+0.00000000e+00,+1,+1.39830761e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+5.08000000e+00,+4.98078214e+00,+0.00000000e+00,+1.96760082e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.33258494e+01,+2.33258494e+01,+2.33378512e+01,+2.33378512e+01,+0.00000000e+00,+1,+1.39976548e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+5.09000000e+00,+5.00046943e+00,+0.00000000e+00,+1.96965032e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.33500481e+01,+2.33500481e+01,+2.33620828e+01,+2.33620828e+01,+0.00000000e+00,+1,+1.40121884e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+5.10000000e+00,+5.02017717e+00,+0.00000000e+00,+1.97169350e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.33741720e+01,+2.33741720e+01,+2.33862395e+01,+2.33862395e+01,+0.00000000e+00,+1,+1.40266770e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+5.11000000e+00,+5.03990532e+00,+0.00000000e+00,+1.97373037e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.33982213e+01,+2.33982213e+01,+2.34103215e+01,+2.34103215e+01,+0.00000000e+00,+1,+1.40411209e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+5.12000000e+00,+5.05965379e+00,+0.00000000e+00,+1.97576097e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.34221962e+01,+2.34221962e+01,+2.34343290e+01,+2.34343290e+01,+0.00000000e+00,+1,+1.40555201e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+5.13000000e+00,+5.07942254e+00,+0.00000000e+00,+1.97778530e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.34460970e+01,+2.34460970e+01,+2.34582624e+01,+2.34582624e+01,+0.00000000e+00,+1,+1.40698748e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+5.14000000e+00,+5.09921150e+00,+0.00000000e+00,+1.97980338e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.34699238e+01,+2.34699238e+01,+2.34821218e+01,+2.34821218e+01,+0.00000000e+00,+1,+1.40841851e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+5.15000000e+00,+5.11902060e+00,+0.00000000e+00,+1.98181524e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.34936770e+01,+2.34936770e+01,+2.35059074e+01,+2.35059074e+01,+0.00000000e+00,+1,+1.40984511e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+5.16000000e+00,+5.13884979e+00,+0.00000000e+00,+1.98382090e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.35173567e+01,+2.35173567e+01,+2.35296195e+01,+2.35296195e+01,+0.00000000e+00,+1,+1.41126731e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+5.17000000e+00,+5.15869900e+00,+0.00000000e+00,+1.98582037e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.35409632e+01,+2.35409632e+01,+2.35532583e+01,+2.35532583e+01,+0.00000000e+00,+1,+1.41268511e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+5.18000000e+00,+5.17856818e+00,+0.00000000e+00,+1.98781367e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.35644967e+01,+2.35644967e+01,+2.35768241e+01,+2.35768241e+01,+0.00000000e+00,+1,+1.41409852e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+5.19000000e+00,+5.19845725e+00,+0.00000000e+00,+1.98980083e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.35879575e+01,+2.35879575e+01,+2.36003170e+01,+2.36003170e+01,+0.00000000e+00,+1,+1.41550757e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+5.20000000e+00,+5.21836616e+00,+0.00000000e+00,+1.99178185e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.36113457e+01,+2.36113457e+01,+2.36237373e+01,+2.36237373e+01,+0.00000000e+00,+1,+1.41691226e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
+5.21000000e+00,+5.23829484e+00,+0.00000000e+00,+1.99375677e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+2.36346616e+01,+2.36346616e+01,+2.36470852e+01,+2.36470852e+01,+0.00000000e+00,+1,+1.41831261e+02,+0.00000000e+00,+6.95334876e-310,+6.95335581e-310,+6.95335581e-310,+4.94065646e-324,
